Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,,Disconnection of Humidity
72146,引田　　　　　　　　,ﾋｹﾀ            ,HIKETA                        ,　　　　　　　　　　,               ,                              ,34.213,134.407,0012,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2021-12-01,9999-99-99,72146, 0, 0, 0, 0, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.118,133.778,0068,006.7,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-11,1986-11-19,72161, 1, 1, 1, 1, 1,  , 1
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.118,133.778,0068,006.7,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-11-20,2000-03-07,72161, 0, 0, 0, 1, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.120,133.772,0065,009.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2000-03-08,2008-02-21,72161, 0, 0, 0, 0, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.120,133.772,0065,009.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-02-22,2008-03-25,72161, 0, 0, 0, 4, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.120,133.772,0065,009.3,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,72161, 0, 4, 4, 0, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.120,133.772,0065,009.3,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-06-06,72161, 0, 0, 0, 6, 0,  , 0
72161,財田　　　　　　　　,ｻｲﾀ            ,SAITA                         ,　　　　　　　　　　,               ,                              ,34.120,133.772,0065,009.2,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-06-07,9999-99-99,72161, 0, 0, 0, 0, 0,  , 0
72176,竜王山　　　　　　　,ﾘｭｳｵｳｻﾞﾝ       ,RYUOZAN                       ,　　　　　　　　　　,               ,                              ,34.113,134.050,1040,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,72176, 1, 1, 1, 1, 1,  , 1
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.248,132.993,0002,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-01-18,73001, 1, 1, 1, 1, 1,  , 1
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.248,132.993,0002,014.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-19,1986-06-03,73001, 0, 0, 0, 0, 0,  , 0
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.248,132.993,0002,014.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-06-04,2007-02-21,73001, 0, 0, 0, 1, 0,  , 0
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.250,133.007,0009,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-02-22,2008-09-11,73001, 0, 0, 0, 4, 0,  , 0
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.250,133.007,0009,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-09-12,2021-03-01,73001, 0, 4, 4, 0, 0,  , 0
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.250,133.007,0009,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-24,73001, 0, 0, 0, 6, 0,  , 0
73001,大三島　　　　　　　,ｵｵﾐｼﾏ          ,OMISHIMA                      ,　　　　　　　　　　,               ,                              ,34.250,133.007,0009,009.8,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-25,9999-99-99,73001, 0, 0, 0, 0, 0,  , 0
73071,玉川　　　　　　　　,ﾀﾏｶﾞﾜ          ,TAMAGAWA                      ,　　　　　　　　　　,               ,                              ,34.018,132.940,0067,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,73071, 1, 1, 1, 1, 1,  , 1
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.060,132.997,0005,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-10-01,1976-02-17,73076, 1, 1, 1, 1, 1,  , 1
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.060,132.997,0005,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1976-02-18,1978-07-06,73076, 0, 0, 0, 0, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.077,132.990,0002,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-07-07,1987-07-29,73076, 0, 0, 0, 0, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.077,132.990,0002,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-07-30,2007-02-19,73076, 0, 0, 0, 1, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.077,132.990,0002,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-02-20,2009-03-03,73076, 0, 0, 0, 4, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.077,132.990,0002,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-03-04,2012-09-25,73076, 0, 4, 4, 0, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.053,132.975,0027,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2012-09-26,2021-03-01,73076, 0, 0, 0, 0, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.053,132.975,0027,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-12-04,73076, 0, 0, 0, 6, 0,  , 0
73076,今治　　　　　　　　,ｲﾏﾊﾞﾘ          ,IMABARI                       ,　　　　　　　　　　,               ,                              ,34.053,132.975,0027,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-12-05,9999-99-99,73076, 0, 0, 0, 0, 0,  , 0
73126,丹原　　　　　　　　,ﾀﾝﾊﾞﾗ          ,TAMBARA                       ,　　　　　　　　　　,               ,                              ,33.912,133.067,0013,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-01,1978-01-17,73126, 1, 1, 1, 1, 1,  , 1
73126,丹原　　　　　　　　,ﾀﾝﾊﾞﾗ          ,TAMBARA                       ,　　　　　　　　　　,               ,                              ,33.912,133.067,0013,014.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-18,1987-10-08,73126, 0, 0, 0, 0, 0,  , 0
73126,丹原　　　　　　　　,ﾀﾝﾊﾞﾗ          ,TAMBARA                       ,　　　　　　　　　　,               ,                              ,33.912,133.067,0013,014.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-10-09,2007-02-15,73126, 0, 0, 0, 1, 0,  , 0
73126,西条　　　　　　　　,ｻｲｼﾞｮｳ         ,SAIJO                         ,　　　　　　　　　　,               ,                              ,33.915,133.080,0004,010.2,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-02-16,2009-03-05,73126, 0, 0, 0, 4, 0,  , 0
73126,西条　　　　　　　　,ｻｲｼﾞｮｳ         ,SAIJO                         ,　　　　　　　　　　,               ,                              ,33.915,133.080,0004,010.2,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-03-06,2021-03-01,73126, 0, 4, 4, 0, 0,  , 0
73126,西条　　　　　　　　,ｻｲｼﾞｮｳ         ,SAIJO                         ,　　　　　　　　　　,               ,                              ,33.915,133.080,0004,010.2,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-04-17,73126, 0, 0, 0, 6, 0,  , 0
73126,西条　　　　　　　　,ｻｲｼﾞｮｳ         ,SAIJO                         ,　　　　　　　　　　,               ,                              ,33.915,133.080,0004,010.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-04-18,9999-99-99,73126, 0, 0, 0, 0, 0,  , 0
73136,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.960,133.282,0006,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-01-16,73136, 1, 1, 1, 1, 1,  , 1
73136,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.960,133.282,0006,034.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-17,1987-08-05,73136, 0, 0, 0, 0, 0,  , 0
73136,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.960,133.282,0006,034.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-08-06,2007-02-26,73136, 0, 0, 0, 1, 0,  , 0
73136,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.960,133.282,0006,034.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-02-27,2009-03-10,73136, 0, 0, 0, 4, 0,  , 0
73136,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.960,133.282,0006,034.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-03-11,2016-08-24,73136, 0, 4, 4, 0, 0,  , 0
73141,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.937,133.338,0090,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2016-08-24,2021-03-01,73141, 1, 5, 5, 5, 1,  , 1
73141,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.937,133.338,0090,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-04-16,73141, 0, 0, 0, 6, 0,  , 0
73141,新居浜　　　　　　　,ﾆｲﾊﾏ           ,NIIHAMA                       ,　　　　　　　　　　,               ,                              ,33.937,133.338,0090,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-04-17,9999-99-99,73141, 0, 0, 0, 0, 0,  , 0
73151,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,33.983,133.562,0027,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-01-16,73151, 1, 1, 1, 1, 1,  , 1
73151,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,33.983,133.562,0027,010.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-17,1986-10-29,73151, 0, 0, 0, 0, 0,  , 0
73151,三島　　　　　　　　,ﾐｼﾏ            ,MISHIMA                       ,　　　　　　　　　　,               ,                              ,33.983,133.562,0027,010.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-10-30,2009-02-09,73151, 0, 0, 0, 1, 0,  , 0
73151,四国中央　　　　　　,ｼｺｸﾁｭｳｵｳ       ,SHIKOKU-CHUO                  ,　　　　　　　　　　,               ,                              ,33.982,133.582,0075,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-02-10,2021-03-01,73151, 0, 4, 4, 4, 0,  , 0
73151,四国中央　　　　　　,ｼｺｸﾁｭｳｵｳ       ,SHIKOKU-CHUO                  ,　　　　　　　　　　,               ,                              ,33.982,133.582,0075,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-11-20,73151, 0, 0, 0, 6, 0,  , 0
73151,四国中央　　　　　　,ｼｺｸﾁｭｳｵｳ       ,SHIKOKU-CHUO                  ,　　　　　　　　　　,               ,                              ,33.982,133.582,0075,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-11-21,9999-99-99,73151, 0, 0, 0, 0, 0,  , 0
73152,富郷　　　　　　　　,ﾄﾐｻﾄ           ,TOMISATO                      ,　　　　　　　　　　,               ,                              ,33.915,133.510,0310,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1978-06-29,1979-10-04,73152, 1, 1, 1, 1, 1,  , 1
73152,富郷　　　　　　　　,ﾄﾐｻﾄ           ,TOMISATO                      ,　　　　　　　　　　,               ,                              ,33.915,133.510,0295,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1979-10-05,1982-08-16,73152, 0, 0, 0, 0, 0,  , 0
73152,富郷　　　　　　　　,ﾄﾐｻﾄ           ,TOMISATO                      ,　　　　　　　　　　,               ,                              ,33.915,133.510,0310,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1982-08-17,9999-99-99,73152, 0, 0, 0, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,　　　　　　　　　　,               ,                              ,33.843,132.777,0032,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1975-03-31,73166, 1, 1, 1, 1, 1,  , 1
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,　　　　　　　　　　,               ,                              ,33.843,132.777,0032,020.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1975-04-01,1985-12-31,73166, 0, 0, 0, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,　　　　　　　　　　,               ,                              ,33.843,132.777,0032,020.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1986-01-01,2006-11-05,73166, 0, 0, 0, 1, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,　　　　　　　　　　,               ,                              ,33.843,132.777,0032,023.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2006-11-06,2008-03-25,73166, 0, 0, 0, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,　　　　　　　　　　,               ,                              ,33.843,132.777,0032,023.8,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2012-01-31,73166, 0, 4, 4, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,33.843,132.777,0032,023.8,     ,      ,33.843,132.777,0032,1,1,1,1,1, ,0,2012-02-01,2015-12-16,73166, 0, 0, 0, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,33.843,132.777,0032,017.8,     ,      ,33.843,132.777,0032,1,1,1,1,1, ,0,2015-12-17,2021-03-01,73166, 0, 0, 0, 0, 0,  , 0
73166,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,松山　　　　　　　　,ﾏﾂﾔﾏ           ,MATSUYAMA                     ,33.843,132.777,0032,017.8,     ,      ,33.843,132.777,0032,1,1,1,1,1, ,1,2021-03-02,9999-99-99,73166, 0, 0, 0, 0, 0,  , 0
73168,松山南吉田　　　　　,ﾏﾂﾔﾏﾐﾅﾐﾖｼﾀﾞ    ,MATSUYAMA-MINAMIYOSHIDA       ,　　　　　　　　　　,               ,                              ,33.827,132.698,0004,010.2,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2003-01-01,2009-01-28,73168, 1, 1, 1, 1, 1,  , 1
73168,松山南吉田　　　　　,ﾏﾂﾔﾏﾐﾅﾐﾖｼﾀﾞ    ,MATSUYAMA-MINAMIYOSHIDA       ,　　　　　　　　　　,               ,                              ,33.827,132.698,0004,010.2,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2009-01-29,2018-01-31,73168, 0, 4, 4, 0, 0,  , 0
73168,松山南吉田　　　　　,ﾏﾂﾔﾏﾐﾅﾐﾖｼﾀﾞ    ,MATSUYAMA-MINAMIYOSHIDA       ,　　　　　　　　　　,               ,                              ,33.827,132.698,0004,009.9,     ,      ,      ,       ,    ,1,1,1,0,0, ,0,2018-02-01,9999-99-99,73168, 0, 0, 0, 0, 0,  , 0
73231,上林　　　　　　　　,ｶﾐﾊﾔｼ          ,KAMIHAYASHI                   ,　　　　　　　　　　,               ,                              ,33.738,132.890,0460,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,73231, 1, 1, 1, 1, 1,  , 1
73246,成就社　　　　　　　,ｼﾞﾖｳｼﾞﾕｼﾔ      ,JOJUSHA                       ,　　　　　　　　　　,               ,                              ,33.790,133.128,1420,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1979-10-23,73246, 1, 1, 1, 1, 1,  , 1
73247,成就社　　　　　　　,ｼﾞｮｳｼﾞｭｼｬ      ,JOJUSHA                       ,　　　　　　　　　　,               ,                              ,33.795,133.132,1280,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1980-05-16,9999-99-99,73247, 1, 1, 1, 1, 1,  , 1
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.608,132.482,0001,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-01-30,73256, 1, 1, 1, 1, 1,  , 1
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.608,132.482,0001,015.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-31,1987-04-20,73256, 0, 0, 0, 0, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.608,132.482,0001,015.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-04-21,2003-07-21,73256, 0, 0, 0, 1, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,006.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2003-07-22,2008-02-14,73256, 0, 0, 0, 0, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,006.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-02-15,2008-03-25,73256, 0, 0, 0, 4, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,006.9,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2021-03-01,73256, 0, 4, 4, 0, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,006.9,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2021-03-03,73256, 0, 0, 0, 6, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-04,2023-05-16,73256, 0, 0, 0, 0, 0,  , 0
73256,長浜　　　　　　　　,ﾅｶﾞﾊﾏ          ,NAGAHAMA                      ,　　　　　　　　　　,               ,                              ,33.617,132.480,0004,010.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-17,9999-99-99,73256, 0, 0, 0, 0, 0,  , 0
73271,中山　　　　　　　　,ﾅｶﾔﾏ           ,NAKAYAMA                      ,　　　　　　　　　　,               ,                              ,33.638,132.708,0163,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,73271, 1, 1, 1, 1, 1,  , 1
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1978-01-19,73276, 1, 1, 1, 1, 1,  , 1
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-20,1987-09-24,73276, 0, 0, 0, 0, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-09-25,2008-02-07,73276, 0, 0, 0, 1, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-02-08,2008-03-25,73276, 0, 0, 0, 4, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-03-26,2010-11-29,73276, 0, 4, 4, 0, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2010-11-30,2021-03-01,73276, 0, 0, 0, 0, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-15,73276, 0, 0, 0, 6, 0,  , 0
73276,久万　　　　　　　　,ｸﾏ             ,KUMA                          ,　　　　　　　　　　,               ,                              ,33.663,132.895,0511,010.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-16,9999-99-99,73276, 0, 0, 0, 0, 0,  , 0
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.505,132.543,0017,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-01,1978-01-30,73306, 1, 1, 1, 1, 1,  , 1
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.505,132.543,0017,018.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1978-01-31,1987-05-17,73306, 0, 0, 0, 0, 0,  , 0
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.505,132.543,0017,018.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1987-05-18,2009-02-12,73306, 0, 0, 0, 1, 0,  , 0
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.508,132.535,0020,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-02-13,2021-03-01,73306, 0, 4, 4, 4, 0,  , 0
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.508,132.535,0020,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2023-05-21,73306, 0, 0, 0, 6, 0,  , 0
73306,大洲　　　　　　　　,ｵｵｽﾞ           ,OZU                           ,　　　　　　　　　　,               ,                              ,33.508,132.535,0020,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-05-22,9999-99-99,73306, 0, 0, 0, 0, 0,  , 0
73321,獅子越峠　　　　　　,ｼｼｺﾞｴﾄｳｹﾞ      ,SHISHIGOETOGE                 ,　　　　　　　　　　,               ,                              ,33.543,132.832,1000,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,9999-99-99,73321, 1, 1, 1, 1, 1,  , 1
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,006.4,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1997-08-08,2007-02-12,73341, 1, 1, 1, 1, 1,  , 1
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,006.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2007-02-13,2009-03-11,73341, 0, 0, 0, 4, 0,  , 0
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,006.6,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-03-12,2021-03-01,73341, 0, 4, 4, 0, 0,  , 0
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,006.6,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2022-12-05,73341, 0, 0, 0, 6, 0,  , 0
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,006.5,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2022-12-06,2023-02-14,73341, 0, 0, 0, 0, 0,  , 0
73341,瀬戸　　　　　　　　,ｾﾄ             ,SETO                          ,　　　　　　　　　　,               ,                              ,33.447,132.257,0143,012.1,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2023-02-15,9999-99-99,73341, 0, 0, 0, 0, 0,  , 0
73351,八幡浜　　　　　　　,ﾔﾜﾀﾊﾏ          ,YAWATAHAMA                    ,　　　　　　　　　　,               ,                              ,33.458,132.435,0005,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2010-03-24,73351, 1, 1, 1, 1, 1,  , 1
73351,八幡浜　　　　　　　,ﾔﾜﾀﾊﾏ          ,YAWATAHAMA                    ,　　　　　　　　　　,               ,                              ,33.448,132.433,0008,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2010-03-25,9999-99-99,73351, 0, 0, 0, 0, 0,  , 0
